word,meaning
honor,v.  尊敬 n. 尊敬，敬意
unhealthy,adj.  不健康的
insect,n.  昆虫， 虫
April,n.  四月
nearby,adv.  在附近 adj. 附近的
Sunday,n.  星期日
collect,v. 收集，采集 adj.  由对方付费的
pronoun,n.  代词
talented,adj.  有才能的， 有才干的
predict,v.  预言， 预测
saying,n.  话， 言语
France,n.  法国
raincoat,n.  雨衣
abroad,adv.  到国外 adj. 在国外
fifteen,num.  十五
pencil,n.  铅笔
specific,adj. 特定的，特有的
minute,n.  分， 分钟
super,adj.  极好的， 上等的
chore,n.  家庭杂务
semester,n.  学期
legend,n.  传说
anywhere,adv.  在什么地方， 在任何地方
professional,adj. 职业的 n.  专业人员
nineteenth,num. 第十九 n.  十九分之一
neighbor,n.  邻居
gentle,adj.  温柔的， 慈祥的
shoulder,v.  肩负， 承担 n. 肩
toilet,n.  厕所， 盥洗室
envelope,n.  信封
dictionary,n.  词典， 字典
turkey,n.  火鸡
tasty,adj. 美味的 n.  好吃的东西
helicopter,n.  直升机
advertisement,n.  广告， 公告
disabled,adj.  有残疾的
watermelon,n.  西瓜
furniture,n.  家具
donate,v.  捐赠， 赠送
helpful,adj.  有益的， 有用的
those,pron.  那些
might,verb. 可以〔用于礼貌地提出建议〕 n. 力量
telephone,v.  打电话 n. 电话
delicious,adj.  美味的
worse,adj. 更坏的 n. 更差[坏]的事物 adv. 更严重地
volunteer,v.  自愿 n. 志愿者，志愿兵
everywhere,adv.  到处， 各处， 无论何处
worst,adv&adj.  最坏， 最差， 最糟
clothing,n.  服装， 衣着
aloud,adv.  出声地， 大声地
Christmas,n.  圣诞节
string,n.  弦， 线， 细绳
September,n.  九月
distance,n.  距离， 间距
color,n. 颜色 vt.  给…着色
Mars,n.  火星
Tuesday,n.  星期二
introduce,v.  介绍
penny,n.  便士， 分
anxious,adj.  焦虑的， 发愁的， 令人焦急的
eighteen,num.  十八
comfortable,adj.  舒适的， 舒服的
jungle,n.  丛林， 密林
Yin,n.  阴
exercise,n.  锻炼， 运动
supermarket,n.  超市
madam,n.  女士， 夫人
kilo,n.  千克
seldom,adv.  很少， 不常
physics,n.  物理， 物理学
display,n&v.  陈列， 展览
porridge,n.  粥， 麦片粥
criticize,v.  批评
autograph,v.  签名 n. 亲笔签名
eleventh,num.  第十一
influence,v.  影响， 感化 n. 影响，影响力
whale,n.  鲸
talent,n.  天资， 才能
violin,n.  小提琴
phrase,v.  用语言表达， 叙述 n. 短语，词组，用语
yoghurt,n.  酸奶， 酵母乳
elementary,adj.  基本的， 基础的
skate,v.  溜冰， 滑冰 n. 冰鞋
forbid,v.  [forbade-forbidden] 不许， 禁止
dialogue,n.  对话
America,n.  美国
soccer,n.  足球
original,adj. 最初的，原始的 n.  原件
album,n.  粘贴簿
electric,adj.  电动的， 电的
sandwich,v.  把…做成三明治 n. 三明治，夹肉面包
afternoon,n.  下午， 午后
shiny,adj.  光亮的， 有光泽的
headache,n.  头痛
oneself,pron.  自己， 自身
stupid,adj.  愚蠢的， 迟钝的
hamburger,n.  汉堡包
robot,n.  机器人
honest,adj.  诚实的， 正直的
cinema,n.  电影院
rubbish,n.  垃圾， 废物
surf,v.  冲浪 n. 拍岸浪花
plastic,adj. 塑料的
mysterious,adj.  神秘的， 难以理解的
Atlantic,adj. 大西洋的 n.  大西洋
homeland,n.  祖国， 家乡
maths,n.  数学
tomato,n. 番茄，西红柿
sixth,num. 第六 n.  六分之一
servant,n.  仆人
sudden,adj. 突然的，意外的 n.  突然发生的事
popularity,n.  普及
mountain,n. 山
wheat,n.  小麦
sixty,num.  六十， 六十个
outstanding,adj.  杰出的
escalator,n.  〈美〉自动扶梯
medicine,n.  内服药
partner,v.  做…的搭档 n. 配偶，搭档
Thursday,n.  星期四
kilometer,n.  千米
spider,n.  蜘蛛
kite,n.  风筝
interview,v.  面试 n. 接见，会见
beauty,n.  美， 美丽
scarf,n.  围巾
humorous,adj.  幽默的， 诙谐的
Friday,n.  星期五
scary,adj.  恐怖的， 吓人的
disadvantage,n.  缺点， 不利条件
complain,v.  抱怨， 诉苦
fourteen,num.  十四
western,adj.  西方的， 西部的
refrigerator,n.  电冰箱
elephant,n.  象
trouble,n.  麻烦， 苦恼， 困难
football,n.  足球
neither,adv.  也不 pron. 两者都不
beside,prep.  在…旁边
costume,n.  戏装
bathroom,n.  浴室
sentence,v.  宣判， 判决 n. 句子
hallway,n.  走廊， 回廊
surface,v.  浮出水面 n. 表面，面
tomorrow,adv. 明天 n.  明天
verb,n.  动词
somebody,pron. 某人，有人 n.  重要人物
India,n.  印度
traditional,adj.  传统的， 惯例的
parrot,n.  鹦鹉
weekend,adj.  周末的 n. 周末
noodle,n.  面条
library,n.  图书馆， 藏书室
everything,pron.  每件事， 一切
restaurant,n.  餐馆， 饭店
cupboard,n.  柜橱
instruction,n.  命令， 指示
discovery,n.  发现， 发觉
theirs,pron.  他们的
cotton,n.  棉， 棉花
northern,adj.  北方的， 北部的
Europe,n.  欧洲
meter,n.  米， 公尺
infinitive,n.  原形
license,n. 许可，执照 vt.  准许
Wednesday,n.  星期三
prediction,n.  预言
tense,adj. 紧张的 v. 拉紧，绷紧 n.  时态
tenth,num. 第十 n.  十分之一
recipe,n.  烹饪法， 食谱
upstairs,adv. 在楼上，往楼上 adj. 楼上的 n.  楼上
zebra,n.  斑马
homeless,adj.  无家的， 无家可归的
Paris,n.  巴黎
rocket,v.  迅速上升 n. 火箭
somewhere,adv.  在某处， 到某处
injure,v.  伤害， 损害， 损伤
Saturday,n.  星期六
freeze,v. （使）结冰，（使）冻结 n. 〔价格、工资等的〕冻结
province,n.  省
clever,adj.  聪明的， 机灵的
bookcase,n.  书柜， 书架
January,n.  一月
pleasure,n.  高兴， 愉快
ancient,adj.  古代的， 古老的
zigzag,adj. “之”字形的 v.  弯弯曲曲行进 n. “之”字形
twelve,num.  十二， 十二个
London,n.  伦敦
underwater,adv.  在水下， 在水中 adj. 水下的
singular,adj.  单数的
autumn,n.  秋， 秋季
conference,n.  会议
dormitory,n.  宿舍
recite,v.  背诵， 朗诵
eighteenth,num.  第十八
secretary,n.  秘书
disturb,v.  弄乱， 打乱
pierce,v.  刺穿， 刺破， 穿透
teenager,n.  十几岁的青少年
calendar,n.  日历， 月历
dumpling,n.  饺子
silent,adj.  寂静的
garage,n.  车库
slipper,v.  用拖鞋打 n. 拖鞋
subway,n.  地铁
fourth,num. 第四 n.  四分之一
symbol,n.  符号， 标志
separate,v.  使分离， 使分开
dislike,n&v.  不喜欢， 讨厌
express,adv.  用快递方式 v. 表示，表达 adj. 特快的，直达的
ruler,n.  统治者， 支配者
amazing,adj.  令人惊异的
postcard,n.  明信片
fifteenth,num. 第十五 n.  十五分之一
unusual,adj.  不平常的， 少有的
necessary,adj. 必要的，必需的 n.  必需品
especially,adv.  特别， 尤其， 格外
Internet,n.  互联网， 因特网
Yang,n.  阳
cola,n.  可乐饮料
honey,n.  蜜， 蜂蜜
succeed,v.  成功
specially,adv.  特意地， 专门地
accessory,n.  附件， 零件， 配件
gentleman,n.  有教养的人， 彬彬有礼的人
shampoo,n. 洗发剂 vt.  用洗发剂洗头
yogurt,n.  酸奶， 酵母乳
competition,n.  竞争
weather,n.  天气， 气候， 气象
asleep,adj.  睡着的， 睡熟的
seventeen,num.  十七， 十七个
scared,adj.  惊恐的， 恐惧的
musician,n.  音乐家， 乐师
overseas,adv. 在海外，在国外 adj.  海外的， 国外的，
impress,v.  给…深刻印象， 使铭记
noon,n.  正午， 中午
feature,n. 特征，特色
regular,adj.  规则的
emotion,n.  感情
etiquette,n.  礼节， 礼仪
Chinese,adj.  中国的 n. 中国人
queue,v.  排队 n. 行列
impolite,adj.  不礼貌的， 粗鲁的
panda,n.  熊猫
passage,n.  段落， 章节
sausage,n.  香肠， 腊肠
translate,v.  翻译
negative,adj. 否定的 n.  底片
realistic,adj.  现实的
twelfth,num. 第十二 n.  十二分之一
monster,adj.  巨大的， 庞大的 n. 怪物
sunny,adj.  阳光充足的
notebook,n.  笔记本
earthquake,n.  地震
everybody,pron.  每人， 人人， 各人
purpose,n.  目的， 意图
regret,"n&v.  [regretted-regretted, regretting] 懊悔"
organize,v.  组织， 安排
marriage,n.  结婚， 婚姻， 婚礼
disappointing,adj.  令人失望的， 令人扫兴的
village,n.  乡村， 村庄
balloon,n.  气球
satisfy,v.  满足， 满意
clothes,n.  衣服， 服装
challenge,v.  向…挑战 n. 挑战，艰巨任务
beddings,n. 寝具 adj. 适于花坛种植的 vt. 把…栽入苗床（bed的ing形式） vi. 睡（bed的ing形式）
preference,n. 偏爱，倾向
beneath,prep. 在…之下 adv. 在下方
currency,n. 货币
warmth,n. 温暖
rewrite,v. 改写 n. 重写或改写的文稿
happily,adv. 快乐地
changeable,adj. 无常的
simplify,v. 简化
statesman,n. 政治家
framework,n. 框架，骨架
superior,adj. 上级的 n. 上级，长官
urgent,adj. 紧急的
foresee,v. 预见
compass,n. 指南针，罗盘 v. 包围
revision,n. [印刷] 修正
hive,v. 群居 n. 蜂房，蜂巢
contradict,v. 反驳
persuade,v. 说服，劝说 adj. 空闲的，有闲的
mental,adj. 精神的 n. 精神病患者
hawk,v. 兜售，沿街叫卖 n. 鹰
bedclothes,n. 床上用品
surround,v. 围绕 n. 围绕物 adj. 环绕立体声的
humour,n. 幽默（等于humor） v. 迁就
hostess,n. 女主人，女老板
leading,adj. 领导的 n. 领导 v. 领导（lead的ing形式）
typewriter,n. 打字机
luggage,n. 行李
powder,n. 粉 v. 使成粉末
steward,n. 管家 vi. 当服务员 vt. 管理
suspension,n. 悬浮
Italian,adj. 意大利的 n. 意大利人
sunlight,n. 日光
distribute,v. 分配
straw,n. 稻草 adj. 稻草的
bookstore,n. 书店（等于bookshop）
hardship,n. 困苦
postpone,v. 使…延期
physicist,n. 物理学家
lantern,n. 灯笼
panic,n. 恐慌，惊慌 adj. 恐慌的 v. 使恐慌
disappear,v. 消失
downtown,adv. 往闹市区 adj. 市中心的 n. 市中心区
amuse,v. 娱乐
criterion,n. （批评判断的）标准
shuttle,n. 航天飞机 v. 使穿梭般来回移动
publish,v. 出版
viewer,n. 观察者
being,n. 存在 adj. 存在的
anxiety,n. 焦虑
terrify,v. 恐吓
disappoint,v. 使失望
explode,v. 爆炸，爆发
salary,vt. 给加薪 n. 薪水
cyclist,n. 骑自行车的人
dignity,n. 尊严
fragile,adj. 脆的
comrade,n. 同志
worn,adj. 疲倦的 v. 穿 n. (Worn)人名
pleased,adj. 高兴的 v. 满意
ouch,n. 扣环 int. 哎哟（突然疼痛时发出的声音）
carpenter,n. 木匠，木工 v. 当木匠，做木匠工作
caption,n. 标题 v. 加上说明
civilian,adj. 民用的 n. 平民，百姓
wildlife,n. 野生动植物 adj. 野生动植物的
harmless,adj. 无害的
foggy,adj. 有雾的
semicircle,n. 半圆，半圆形
memorial,n. 纪念碑，纪念馆 adj. 记忆的
envy,n. 嫉妒，妒忌 v. 嫉妒，妒忌
grasp,n. 抓住 v. 抓住
appearance,n. 外貌，外观
garment,n. 衣服，服装 v. 给…穿衣服
minus,prep. 减，减去 n. 负号，减号 adj. 减的
broom,n. 扫帚 v. 扫除
shabby,adj. 破旧的
glory,n. 光荣，荣誉 v. 自豪，骄傲
liberation,n. 释放，解放
generous,adj. 慷慨的，大方的
desperate,adj. 不顾一切的
steak,n. 牛排
British,adj. 英国的 n. 英国人
sailor,n. 水手，海员
postage,n. 邮资，邮费
mommy,n. 妈咪
theft,n. 盗窃
bathe,v. 沐浴 n. 洗澡
beancurd,n. 豆腐
washroom,n. 洗手间
whichever,pron. 任何一个 adj. 无论哪个
leftover,n. 残留物 adj. 残余的
catholic,adj. 天主教的 n. 天主教徒
jeep,n. 吉普车
ample,adj. 丰富的 n. (Ample)人名
typist,n. 打字员，打字者
stadium,n. 体育场
substitute,n. 代用品 v. 替代
carve,v. 雕刻 n. (Carve)人名
electrical,adj. 有关电的
yell,v. 大叫，叫喊 n. 喊声，叫声
resign,v. 辞职 n. 辞去职务
percentage,n. 百分比
stout,adj. 结实的 n. 矮胖子
discourage,v. 阻止
visual,adj. 视觉的，视力的
needle,n. 针 v. 缝纫
arithmetic,n. 算术，算法
attain,v. 达到，实现 n. 成就
Greek,n. 希腊语 adj. 希腊的
eventually,adv. 最后，终于
fortune,n. 财富 vt. 给予财富 vi. 偶然发生
liberate,v. 解放
librarian,n. 图书馆员
suspect,n. 嫌疑犯 adj. 可疑的 v. 怀疑
discount,n. 折扣 v. 贴现
leather,n. 皮革 v. 用皮革包盖 adj. 皮的
correction,n. 改正，修正
pension,n. 退休金，抚恤金 v. 发给养老金或抚恤金
deposit,n. 存款 v. 使沉积
Mexican,adj. 墨西哥的 n. 墨西哥人
modem,n. 调制解调器（等于modulator-demodulator）
contrary,adj. 相反的 adv. 相反地 n. 相反
purchase,n. 购买 v. 购买
Ireland,n. 爱尔兰
organiser,n. 组织者
chef,n. 厨师，大师傅
roller,n. [机] 滚筒
appoint,v. 任命
favour,n. 偏爱 v. 赞成
Arctic,adj. 北极的 n. 北极圈
pulse,n. [电子] 脉冲 v. 使跳动
funeral,n. 葬礼 adj. 丧葬的，出殡的
compete,v. 竞争
gallon,n. 加仑（容量单位）
conduct,v. 导电 n. 进行
abrupt,adj. 生硬的
solar,adj. 太阳的 n. 日光浴室
emergency,n. 紧急情况 adj. 紧急的
abandon,n. 放任 v. 遗弃
document,n. 文件，公文 v. 用文件证明
nutrition,n. 营养，营养学
worthwhile,adj. 值得做的，值得花时间的
quilt,n. 被子 v. 东拼西凑地编
tease,v. 取笑 n. 戏弄
parallel,n. 平行线 v. 使…与…平行 adj. 平行的
evident,adj. 明显的
snack,n. 小吃，快餐 v. 吃快餐，吃点心
following,adj. 下面的 n. 下列事物 v. 跟随
seashell,n. 海贝，贝壳
explore,v. 探索
Swiss,adj. 瑞士的 n. 瑞士人
microscope,n. 显微镜
monument,n. 纪念碑 vt. 为…树碑
personally,adv. 亲自地
directory,n. [计] 目录 adj. 指导的
warehouse,n. 仓库 v. 储入仓库
freeway,n. 高速公路
digital,adj. 数字的 n. 数字
random,adj. [数] 随机的 n. 随意 adv. 胡乱地
maximum,n. [数] 极大，最大限度 adj. 最高的
abolish,v. 废除，废止
constant,adj. 不变的 n. [数] 常数
guilty,adj. 有罪的
tension,n. 张力，拉力 vt. 使紧张
founding,adj. 创办的 v. [机] 铸造 n. [机] 铸造
saucer,n. 茶托，浅碟
literature,n. 文学
meanwhile,adv. 同时，其间 n. 其间，其时
ridiculous,adj. 可笑的
packet,n. 数据包，信息包 vt. 包装，打包
failure,n. 失败
apartment,n. 公寓
conscience,n. 道德心，良心
running,n. 运转 adj. 连续的 v. 跑
appendix,n. 附录
frighten,v. 使惊吓
unsafe,adj. 不安全的
gown,n. 长袍，长外衣 v. 使穿睡衣
outward,adj. 向外的 adv. 向外（等于outwards） n. 外表
exploit,v. 开发，开拓 n. 勋绩
untrue,adj. 不真实的
reading,n. 阅读，朗读 adj. 阅读的 v. 阅读（read的ing形式）
interval,n. 间隔
Scottish,adj. 苏格兰的 n. 苏格兰人
deadline,n. 截止期限，最后期限
stove,n. 火炉 vt. 用火炉烤
ripen,v. 使成熟
northeast,adj. 东北的 n. 东北 adv. 向东北
insurance,n. 保险
messy,adj. 凌乱的，散乱的
teapot,n. 茶壶
canteen,n. 食堂，小卖部
fairness,n. 公平
behalf,n. 代表
govern,v. 管理 n. (Govern)人名
dawn,n. 黎明 v. 破晓
diverse,adj. 不同的
skateboard,n. 溜冰板 v. 用滑板滑行
appreciate,v. 欣赏
diamond,n. 钻石，金刚石 adj. 菱形的
aircraft,n. 飞机，航空器
curtain,n. 幕 v. 遮蔽
Scotland,n. 苏格兰
arch,n. 弓形，拱形 adj. 主要的 v. 使…弯成弓形
breast,n. 乳房，胸部 v. 以胸对着
sleeve,n. [机] 套筒，[机] 套管 vt. 给……装袖子
mentally,adv. 精神上，智力上
tick,v. 标记号于 n. 滴答声
drawing,n. 图画 v. 绘画
systematic,adj. 系统的
barber,v. 为…理发 n. 理发师
production,n. 成果
liquid,adj. 液体的 n. 液体，流体
neighbour,n. n邻居;同胞 v. 邻接 adj. 邻居的
potential,n. 潜能 adj. 潜在的
diagram,n. 图表 v. 用图解法表示
distant,adj. 遥远的
function,n. 功能 v. 运行
classify,v. 分类
explicit,adj. 明确的
lightning,adj. 闪电的 n. 闪电 vi. 闪电
wooden,adj. 木制的
accessible,adj. 易接近的
passive,adj. 被动的，消极的 n. 被动语态
ought,aux. 应该，应当 vi. 应该，应当
transform,v. 改变，使…变形
kilometre,n. [计量] 公里
ambassador,n. 大使
billion,n. 十亿 num. 十亿 adj. 十亿的
summary,adj. 简易的 n. 概要，摘要，总结
Moslem,adj. 穆斯林的 n. 穆斯林
precise,adj. 精确的
Canadian,adj. 加拿大（人）的 n. 加拿大人
properly,adv. 适当地
absolute,adj. 绝对的 n. 绝对
adore,v. 崇拜 n. (Adore)人名
starvation,n. 饿死
handful,n. 少数
republic,n. 共和国
drown,v. 淹没 n. (Drown)人名
catalogue,n. 目录 v. 把…编入目录
cube,n. 立方 v. 使成立方形
wrinkle,n. 皱纹 v. 起皱
bookshop,n. 书店
highway,n. 公路，大路
sickness,n. 疾病
spiritual,n. 圣歌（尤指美国南部黑人的） adj. 精神的，心灵的
boycott,v. 联合抵制 n. 联合抵制
harmony,n. 协调
frost,v. 结霜于 n. 霜
helmet,n. 钢盔，头盔
seaside,n. 海边 adj. 海边的
housewife,n. 家庭主妇
ownership,n. 所有权
fluent,adj. 流畅的，流利的
howl,v. 咆哮 n. 嗥叫
settler,n. 移居者
unwilling,adj. 不愿意的
bridegroom,n. 新郎
favourite,adj. 特别受喜爱的 n. 特别喜爱的人（或物）
academic,adj. 学术的 n. 大学生，大学教师
rainbow,n. 彩虹 adj. 五彩缤纷的 vt. 使呈彩虹状 vi. 呈彩虹状
spaceship,n. [航] 宇宙飞船
deed,n. 行动 vt. 立契转让
grandma,n. 奶奶
physician,n. [医] 医师
hillside,n. 山坡，山腹
Britain,n. 英国
mourn,v. 哀悼
sacred,adj. 神的
means,n. 手段 v. 意思是
marble,n. 大理石 adj. 大理石的
ferry,n. 渡船 v. （乘渡船）渡过
extreme,adj. 极端的 n. 极端
merchant,n. 商人，批发商 adj. 商业的，商人的
jewelry,n. 珠宝
forever,adv. 永远
selfish,adj. 自私的
athlete,n. 运动员，体育家
worm,n. 虫，蠕虫 v. 使蠕动
shopkeeper,n. 店主，老板
wedding,n. 婚礼，婚宴 v. 与…结婚（wed的ing形式）
classical,adj. 古典的 n. 古典音乐
surplus,n. 剩余 adj. 剩余的
woollen,adj. 羊毛制的 n. 毛织品
fibre,n. 纤维
tasteless,adj. 无味的
sensitive,adj. 敏感的 n. 敏感的人
junior,adj. 年少的 n. 年少者，晚辈
translator,n. 译者
adventure,n. 冒险 v. 冒险
devote,v. 致力于
component,adj. 组成的，构成的 n. 成分
